"state.name","m.2.51."
"Alabama",0.334261666666667
"Alaska",0.5008015
"Arizona",0.3814067
"Arkansas",0.2765395
"California",0.305131094936709
"Colorado",0.338766555555556
"Connecticut",0.2544614
"Delaware",0.256804
"Florida",0.311276088235294
"Georgia",0.56156075
"Hawaii",0.367859875
"Idaho",0.331619
"Illinois",0.222214833333333
"Indiana",0.2835288
"Iowa",0.212247
"Kansas",0.2299945
"Kentucky",0.252976166666667
"Louisiana",0.36288725
"Maine",0.200463333333333
"Maryland",0.2025169
"Massachusetts",0.233086333333333
"Michigan",0.318527388888889
"Minnesota",0.166855714285714
"Mississippi",0.2081585
"Missouri",0.287626
"Montana",0.20276625
"Nebraska",0.27842775
"Nevada",0.233947785714286
"New Hampshire",0.16590175
"New Jersey",0.300039833333333
"New Mexico",0.189699
"New York",0.2175915
"North Carolina",0.23102875
"North Dakota",0.159967
"Ohio",0.256109464285714
"Oklahoma",0.238981
"Oregon",0.3062125
"Pennsylvania",0.233987863636364
"Rhode Island",0.3752455
"South Carolina",0.1550675
"South Dakota",0.18335
"Tennessee",0.281855666666667
"Texas",0.282091769230769
"Utah",0.484609
"Vermont",0.157025
"Virginia",0.271351833333333
"Washington",0.346385875
"West Virginia",0.283257666666667
"Wisconsin",0.2773515
"Wyoming",0.14232825
