"state.name","m.2.51."
"Alabama",0.0437987173913044
"Alaska",0.0330269166666667
"Arizona",0.0516685706521739
"Arkansas",0.04224128125
"California",0.0447912093663912
"Colorado",0.0513894305555556
"Connecticut",0.0491522083333333
"Delaware",0.0458483214285714
"Florida",0.0389604439655172
"Georgia",0.0456105714285714
"Hawaii",0.02839125
"Idaho",0.0481914166666667
"Illinois",0.0442647162162162
"Indiana",0.0459325
"Iowa",0.040019575
"Kansas",0.0476921730769231
"Kentucky",0.0458573306451613
"Louisiana",0.040693125
"Maine",0.0371546666666667
"Maryland",0.0479663804347826
"Massachusetts",0.04262315625
"Michigan",0.0451133203125
"Minnesota",0.0371732105263158
"Mississippi",0.04156425
"Missouri",0.0433398532608696
"Montana",0.04227225
"Nebraska",0.0434509
"Nevada",0.0490344895833333
"New Hampshire",0.0402720416666667
"New Jersey",0.0463395408163265
"New Mexico",0.0493833684210526
"New York",0.042199859375
"North Carolina",0.0433463333333333
"North Dakota",0.0390509545454545
"Ohio",0.0458188605769231
"Oklahoma",0.0446809259259259
"Oregon",0.0395909318181818
"Pennsylvania",0.0453449481132076
"Rhode Island",0.0450534166666667
"South Carolina",0.0431746842105263
"South Dakota",0.044639125
"Tennessee",0.0480452391304348
"Texas",0.0407103717105263
"Utah",0.0524560681818182
"Vermont",0.0448156666666667
"Virginia",0.0440767717391304
"Washington",0.0360129642857143
"West Virginia",0.043853375
"Wisconsin",0.0465367177419355
"Wyoming",0.0473893017241379
