"state.name","m.2.51."
"Alabama",1.56192353846154
"Alaska",8.6464814
"Arizona",5.74555340540541
"Arkansas",1.43955925
"California",0.706723624113475
"Colorado",2.33299875
"Connecticut",0.42691692
"Delaware",0.506369
"Florida",0.858268054545455
"Georgia",1.89877135714286
"Hawaii",16.0737935688073
"Idaho",2.42663266666667
"Illinois",2.00782385964912
"Indiana",2.58240871590909
"Iowa",1.1155771
"Kansas",0.9056709
"Kentucky",0.820483897959184
"Louisiana",2.18570644736842
"Maine",0.7026199
"Maryland",0.82928964
"Massachusetts",0.842017333333333
"Michigan",1.90161075
"Minnesota",0.720401172413793
"Mississippi",0.551819625
"Missouri",1.51111028846154
"Montana",0.600513916666667
"Nebraska",1.34597466666667
"Nevada",0.536803555555556
"New Hampshire",0.77210936
"New Jersey",0.382411955555556
"New Mexico",0.525857782608696
"New York",0.547940276595745
"North Carolina",0.949455065573771
"North Dakota",0.993968117647059
"Ohio",1.39145293181818
"Oklahoma",1.1104607
"Oregon",0.2565468
"Pennsylvania",1.52577367142857
"Rhode Island",0.336409875
"South Carolina",0.298325971428571
"South Dakota",0.3419896875
"Tennessee",2.17158002439024
"Texas",0.797171224137931
"Utah",1.2750172
"Vermont",0.208864625
"Virginia",0.580768085714286
"Washington",0.531584083333333
"West Virginia",2.4864472173913
"Wisconsin",1.70476563333333
"Wyoming",1.20178750943396
