"","County.Code","Arithmetic.Mean"
"11911","00009",6.068093
"11981","00009",6.2
"11982","00009",6.2
"11983","00009",6.2
"11984","00009",6.2
"11985","00009",7.26875
"11986","00009",7.26875
"11987","00009",7.26875
"11988","00009",7.26875
"11989","00009",7.413021
"11990","00009",7.389375
"11991","00009",7.389375
"11992","00009",7.389375
"11993","00009",7.389375
"12006","00011",6.066667
"12007","00011",6.066667
"12008","00011",6.066667
"12009","00011",6.066667
"12010","00011",5.15942
"12011","00011",5.099222
"12012","00011",5.099222
"12013","00011",5.099222
"12014","00011",5.099222
"12034","00001",6.870732
"12035","00001",6.870732
"12036","00001",6.870732
"12037","00001",6.870732
"12038","00001",6.862368
"12039","00001",6.862368
"12040","00001",6.807143
"12041","00001",6.807143
"12042","00001",6.807143
"12043","00001",6.807143
"12046","00001",7.113415
"12047","00001",7.113415
"12048","00001",7.113415
"12049","00001",7.113415
"12052","00003",7.47561
"12053","00003",7.47561
"12054","00003",7.47561
"12055","00003",7.47561
"12067","00003",7.26338
"12068","00003",7.26338
"12069","00003",7.26338
"12070","00003",7.26338
"12078","00003",7.961869
"12079","00003",7.952206
"12080","00003",7.952206
"12081","00003",7.952206
"12082","00003",7.952206
"12089","00003",7.721795
"12090","00003",7.721795
"12091","00003",7.721795
"12092","00003",7.721795
"12170","00003",7.964192
"12171","00003",7.964192
"12172","00003",7.964192
"12173","00003",7.964192
"12174","00003",8.983333
"12175","00003",8.983333
"12176","00003",8.983333
"12177","00003",8.983333
"12178","00003",8.861538
"12179","00003",8.861538
"12180","00003",8.815385
"12181","00003",8.815385
"12182","00003",8.815385
"12183","00003",8.815385
"12253","00005",7.230952
"12254","00005",7.230952
"12255","00005",7.230952
"12256","00005",7.230952
"12257","00005",6.759097
"12258","00005",6.759097
"12259","00005",6.705217
"12260","00005",6.705217
"12261","00005",6.705217
"12262","00005",6.705217
"12287","00001",7.945
"12288","00001",7.945
"12289","00001",7.945
"12290","00001",7.945
"12453","00001",8.230198
"12454","00001",8.230198
"12455","00001",8.230198
"12456","00001",8.230198
"12457","00001",7.608571
"12458","00001",7.608571
"12459","00001",7.608571
"12460","00001",7.608571
"12461","00001",9.104582
"12462","00001",9.125591
"12463","00001",9.125591
"12464","00001",9.125591
"12465","00001",9.125591
"12552","00001",8.854788
"12553","00001",8.90578
"12554","00001",8.90578
"12555","00001",8.90578
"12556","00001",8.90578
"12575","00001",6.013953
"12576","00001",6.013953
"12577","00001",6.013953
"12578","00001",6.013953
"12579","00001",6.440909
"12580","00001",6.440909
"12581","00001",6.440909
"12582","00001",6.440909
"12614","00009",5.086517
"12615","00009",5.086517
"12616","00009",5.086517
"12617","00009",5.086517
"12807","00011",6.257529
"12808","00011",6.257529
"12809","00011",6.257529
"12810","00011",6.257529
"12811","00011",6.260465
"12812","00011",6.260465
"12813","00011",6.260465
"12814","00011",6.260465
"12815","00011",5.409469
"12816","00011",5.308176
"12817","00011",5.308176
"12818","00011",5.308176
"12819","00011",5.308176
"12890","00011",9.27415
"12891","00011",9.232065
"12892","00011",9.232065
"12893","00011",9.232065
"12894","00011",9.232065
"12908","00011",6.242529
"12909","00011",6.242529
"12910","00011",6.242529
"12911","00011",6.242529
"12963","00011",5.603175
"12964","00011",5.603175
"12965","00011",5.603175
"12966","00011",5.603175
"13034","00017",5.784884
"13035","00017",5.784884
"13036","00017",5.784884
"13037","00017",5.784884
"13038","00017",5.636364
"13039","00017",5.636364
"13040","00017",5.636364
"13041","00017",5.636364
"13081","00031",8.011765
"13082","00031",8.011765
"13083","00031",8.011765
"13084","00031",8.011765
"13121","00031",7.002273
"13122","00031",7.002273
"13123","00031",7.002273
"13124","00031",7.002273
"13145","00031",7.278652
"13146","00031",7.278652
"13147","00031",7.278652
"13148","00031",7.278652
"13149","00031",8.34375
"13150","00031",8.34375
"13151","00031",8.34375
"13152","00031",8.34375
"13171","00031",9.332265
"13172","00031",9.314966
"13173","00031",9.314966
"13174","00031",9.314966
"13175","00031",9.314966
"13203","00033",6.85
"13204","00033",6.85
"13205","00033",6.85
"13206","00033",6.85
"13207","00033",7.3
"13208","00033",7.3
"13209","00033",7.3
"13210","00033",7.3
"13257","00057",8.500072
"13258","00057",8.45407
"13259","00057",8.45407
"13260","00057",8.45407
"13261","00057",8.45407
"13446","00057",7.038976
"13447","00057",7.038976
"13448","00057",7.038976
"13449","00057",7.038976
"13450","00057",8.090476
"13451","00057",8.090476
"13452","00057",8.090476
"13453","00057",8.090476
"13454","00057",7.726991
"13455","00057",7.660223
"13456","00057",7.660223
"13457","00057",7.660223
"13458","00057",7.660223
"13557","00071",5.620225
"13558","00071",5.620225
"13559","00071",5.620225
"13560","00071",5.620225
"13561","00071",6.285185
"13562","00071",6.285185
"13563","00071",6.285185
"13564","00071",6.285185
"13600","00073",6.773494
"13601","00073",6.773494
"13602","00073",6.773494
"13603","00073",6.773494
"13604","00073",7.730435
"13605","00073",7.730435
"13606","00073",7.730435
"13607","00073",7.730435
"13747","00086",6.77439
"13748","00086",6.77439
"13749","00086",6.77439
"13750","00086",6.77439
"13773","00086",7.587795
"13774","00086",7.587795
"13775","00086",7.587795
"13776","00086",7.587795
"13777","00086",7.988889
"13778","00086",7.988889
"13779","00086",7.988889
"13780","00086",7.988889
"13798","00086",7.146718
"13799","00086",7.146718
"13800","00086",7.146718
"13801","00086",7.146718
"13938","00095",6.800769
"13939","00095",6.800769
"13940","00095",6.800769
"13941","00095",6.800769
"13942","00095",8.05
"13943","00095",8.05
"13944","00095",8.05
"13945","00095",8.05
"13973","00099",6.046591
"13974","00099",6.046591
"13975","00099",6.046591
"13976","00099",6.046591
"14081","00103",6.718182
"14082","00103",6.718182
"14083","00103",6.718182
"14084","00103",6.718182
"14085","00103",6.867857
"14086","00103",6.867857
"14087","00103",6.867857
"14088","00103",6.867857
"14242","00103",6.748315
"14243","00103",6.748315
"14244","00103",6.748315
"14245","00103",6.748315
"14295","00105",6.070787
"14296","00105",6.070787
"14297","00105",6.070787
"14298","00105",6.070787
"14299","00105",7.39
"14300","00105",7.39
"14301","00105",7.39
"14302","00105",7.39
"14340","00115",6.258242
"14341","00115",6.258242
"14342","00115",6.258242
"14343","00115",6.258242
"14344","00115",6.335714
"14345","00115",6.335714
"14346","00115",6.335714
"14347","00115",6.335714
"14394","00117",5.832584
"14395","00117",5.832584
"14396","00117",5.832584
"14397","00117",5.832584
"14398","00117",6.630435
"14399","00117",6.630435
"14400","00117",6.630435
"14401","00117",6.630435
"14421","00127",5.664444
"14422","00127",5.664444
"14423","00127",5.664444
"14424","00127",5.664444
"14448","00021",9.544747
"14449","00021",9.544747
"14450","00021",9.544747
"14451","00021",9.544747
"14452","00021",10.766667
"14453","00021",10.766667
"14454","00021",10.766667
"14455","00021",10.766667
"14556","00021",5.951163
"14557","00021",5.951163
"14558","00021",5.951163
"14559","00021",5.951163
"14601","00051",7.789565
"14602","00051",7.789565
"14603","00051",7.789565
"14604","00051",7.789565
"14622","00059",7.447727
"14623","00059",7.447727
"14624","00059",7.447727
"14625","00059",7.447727
"14628","00063",8.675824
"14629","00063",8.675824
"14630","00063",8.675824
"14631","00063",8.675824
"14636","00067",8.73956
"14637","00067",8.73956
"14638","00067",8.73956
"14639","00067",8.73956
"14911","00089",8.414559
"14912","00089",8.414559
"14913","00089",8.414559
"14914","00089",8.414559
"14915","00089",10.004545
"14916","00089",10.004545
"14917","00089",10.004545
"14918","00089",10.004545
"14919","00089",11.964187
"14920","00089",11.933663
"14921","00089",11.933663
"14922","00089",11.933663
"14923","00089",11.933663
"14985","00095",8.520455
"14986","00095",8.520455
"14987","00095",8.520455
"14988","00095",8.520455
"14989","00095",8.566412
"14990","00095",8.566412
"14991","00095",8.566412
"14992","00095",8.566412
"14993","00095",9.489004
"14994","00095",9.509717
"14995","00095",9.509717
"14996","00095",9.509717
"14997","00095",9.509717
"15009","00115",8.916418
"15010","00115",8.916418
"15011","00115",8.916418
"15012","00115",8.916418
"15078","00121",9.432609
"15079","00121",9.432609
"15080","00121",9.432609
"15081","00121",9.432609
"15103","00121",10.011481
"15104","00121",10.011481
"15105","00121",10.011481
"15106","00121",10.011481
"15114","00127",7.4312
"15115","00127",7.4312
"15116","00127",7.4312
"15117","00127",7.4312
"15122","00135",7.75
"15123","00135",7.75
"15124","00135",7.75
"15125","00135",7.75
"15128","00139",7.410112
"15129","00139",7.410112
"15130","00139",7.410112
"15131","00139",7.410112
"15138","00153",7.566292
"15139","00153",7.566292
"15140","00153",7.566292
"15141","00153",7.566292
"15144","00185",7.429545
"15145","00185",7.429545
"15146","00185",7.429545
"15147","00185",7.429545
"15158","00215",8.848052
"15159","00215",8.848052
"15160","00215",8.848052
"15161","00215",8.848052
"15166","00215",8.551852
"15167","00215",8.551852
"15168","00215",8.551852
"15169","00215",8.551852
"15176","00215",8.835802
"15177","00215",8.835802
"15178","00215",8.835802
"15179","00215",8.835802
"15302","00223",7.275281
"15303","00223",7.275281
"15304","00223",7.275281
"15305","00223",7.275281
"15329","00245",8.398901
"15330","00245",8.398901
"15331","00245",8.398901
"15332","00245",8.398901
"15415","00295",8.414773
"15416","00295",8.414773
"15417","00295",8.414773
"15418","00295",8.414773
"15485","00303",7.692222
"15486","00303",7.692222
"15487","00303",7.692222
"15488","00303",7.692222
"15489","00319",9.118889
"15490","00319",9.118889
"15491","00319",9.118889
"15492","00319",9.118889
"15520","00001",9.001981
"15521","00001",8.923445
"15522","00001",8.923445
"15523","00001",8.923445
"15524","00001",8.923445
"15540","00001",7.685273
"15541","00001",7.685273
"15542","00001",7.676494
"15543","00001",6.1568
"15544","00001",7.676494
"15545","00001",7.676494
"15546","00001",6.1568
"15547","00001",7.676494
"15548","00001",7.676494
"15549","00001",7.676494
"15550","00001",6.1568
"15551","00001",6.1568
"15552","00001",7.676494
"15553","00001",7.676494
"15569","00001",13.381097
"15570","00001",13.381097
"15571","00001",13.276623
"15572","00001",13.276623
"15573","00001",9.889352
"15574","00001",9.889352
"15575","00001",13.276623
"15576","00001",13.276623
"15577","00001",13.276623
"15578","00001",13.276623
"15579","00001",9.889352
"15580","00001",13.276623
"15581","00001",9.889352
"15582","00001",13.276623
"15583","00001",16.105571
"15584","00001",16.105571
"15585","00001",16.00619
"15586","00001",16.00619
"15587","00001",16.00619
"15588","00001",16.00619
"15589","00001",16.098578
"15590","00001",16.098578
"15591","00001",16.00619
"15592","00001",16.00619
"15612","00001",4.793331
"15613","00001",6.224515
"15614","00001",6.224515
"15615","00001",5
"15616","00001",6.170677
"15617","00001",6.170677
"15618","00001",6.170677
"15619","00001",6.170677
"15620","00001",5
"15621","00001",6.170677
"15622","00001",6.170677
"15623","00001",5
"15624","00001",6.170677
"15625","00001",6.170677
"15626","00001",5
"15642","00001",15.200796
"15643","00001",15.200796
"15644","00001",8.9488
"15645","00001",15.145255
"15646","00001",15.145255
"15647","00001",15.145255
"15648","00001",15.145255
"15649","00001",8.9488
"15650","00001",8.9488
"15651","00001",15.145255
"15652","00001",15.145255
"15653","00001",15.145255
"15654","00001",8.9488
"15655","00001",15.145255
"15671","00001",7.205621
"15672","00001",7.205621
"15673","00001",7.156332
"15674","00001",7.156332
"15675","00001",5.544053
"15676","00001",5.544053
"15677","00001",7.156332
"15678","00001",7.156332
"15679","00001",7.156332
"15680","00001",7.156332
"15681","00001",5.544053
"15682","00001",7.156332
"15683","00001",5.544053
"15684","00001",7.156332
"15721","00003",4.308855
"15722","00003",4.162911
"15723","00003",4.162911
"15724","00003",4.162911
"15725","00003",4.162911
"15726","00003",3.819718
"15727","00003",3.819718
"15728","00003",3.819718
"15729","00003",3.819718
"15803","00003",2.052022
"15804","00003",2.062551
"15805","00003",2.062551
"15806","00003",2.062551
"15807","00003",2.062551
"15812","00003",4.741129
"15813","00003",4.704135
"15814","00003",4.704135
"15815","00003",4.704135
"15816","00003",4.704135
"15819","00003",2.491879
"15820","00003",2.467766
"15821","00003",2.467766
"15822","00003",2.467766
"15823","00003",2.467766
"15831","00007",3.630023
"15832","00007",3.576744
"15833","00007",3.576744
"15834","00007",3.576744
"15835","00007",3.576744
"15836","00009",3.430595
"15837","00009",3.4375
"15838","00009",3.4375
"15839","00009",3.4375
"15840","00009",3.4375
"15841","00009",4.317716
"15842","00009",4.238697
"15843","00009",4.238697
"15844","00009",4.238697
"15845","00009",4.238697
"15846","00009",3.184625
"15847","00009",3.126378
"15848","00009",3.126378
"15849","00009",3.126378
"15850","00009",3.126378
"15882","00001",4.69322
"15883","00001",4.69322
"15884","00001",4.69322
"15885","00001",4.69322
"15886","00001",5.02
"15887","00001",5.02
"15888","00001",5.02
"15889","00001",5.02
"15992","00005",4.868182
"15993","00005",4.868182
"15994","00005",4.868182
"15995","00005",4.868182
"15996","00005",7.337124
"15997","00005",7.296418
"15998","00005",7.296418
"15999","00005",7.296418
"16000","00005",7.296418
"16001","00009",6.552047
"16002","00009",6.552047
"16003","00009",6.552047
"16004","00009",6.552047
"16043","00027",6.398214
"16044","00027",6.398214
"16045","00027",6.398214
"16046","00027",6.398214
"16054","00041",8.086275
"16055","00041",8.086275
"16056","00041",8.086275
"16057","00041",8.086275
"16086","00053",4.459853
"16087","00053",4.416034
"16088","00053",4.416034
"16089","00053",4.416034
"16090","00053",4.416034
"16130","00059",13.29
"16131","00059",13.29
"16132","00059",13.29
"16133","00059",13.29
"16177","00079",9.337778
"16178","00079",9.337778
"16179","00079",9.337778
"16180","00079",9.337778
"16202","00019",7.470833
"16203","00019",7.470833
"16204","00019",7.470833
"16205","00019",7.470833
"16226","00019",7.007143
"16227","00019",7.007143
"16228","00019",7.007143
"16229","00019",7.007143
"16230","00019",7.237694
"16231","00019",7.168726
"16232","00019",7.168726
"16233","00019",7.168726
"16234","00019",7.168726
"16256","00031",8.723913
"16257","00031",8.723913
"16258","00031",8.723913
"16259","00031",8.723913
"16277","00031",8.280208
"16278","00031",8.280208
"16279","00031",8.280208
"16280","00031",8.280208
"16281","00031",8.531915
"16282","00031",8.531915
"16283","00031",8.531915
"16284","00031",8.531915
"16291","00031",8.266667
"16292","00031",8.266667
"16293","00031",8.266667
"16294","00031",8.266667
"16297","00031",9.029412
"16298","00031",9.029412
"16299","00031",9.029412
"16300","00031",9.029412
"16387","00031",8.826
"16388","00031",8.826
"16389","00031",8.826
"16390","00031",8.826
"16476","00031",9.607292
"16477","00031",9.607292
"16478","00031",9.607292
"16479","00031",9.607292
"16480","00031",9.607292
"16481","00031",9.607292
"16482","00031",9.607292
"16483","00031",9.607292
"16484","00031",10.68
"16485","00031",10.68
"16486","00031",10.68
"16487","00031",10.68
"16488","00031",10.68
"16489","00031",10.68
"16490","00031",10.68
"16491","00031",10.68
"16586","00031",9.182474
"16587","00031",9.182474
"16588","00031",9.182474
"16589","00031",9.182474
"16590","00031",9.804348
"16591","00031",9.804348
"16592","00031",9.804348
"16593","00031",9.804348
"16596","00031",8.903125
"16597","00031",8.903125
"16598","00031",8.903125
"16599","00031",8.903125
"16614","00031",8.527273
"16615","00031",8.527273
"16616","00031",8.527273
"16617","00031",8.527273
"16839","00031",7.382955
"16840","00031",7.382955
"16841","00031",7.382955
"16842","00031",7.382955
"16910","00031",9.061224
"16911","00031",9.061224
"16912","00031",9.061224
"16913","00031",9.061224
"16924","00043",7.783505
"16925","00043",7.783505
"16926","00043",7.783505
"16927","00043",7.783505
"17003","00065",7.240426
"17004","00065",7.240426
"17005","00065",7.240426
"17006","00065",7.240426
"17007","00065",11.522917
"17008","00065",11.483333
"17009","00065",11.483333
"17010","00065",11.483333
"17011","00065",11.483333
"17018","00083",7.404878
"17019","00083",7.404878
"17020","00083",7.404878
"17021","00083",7.404878
"17022","00083",8.633568
"17023","00083",8.5625
"17024","00083",8.5625
"17025","00083",8.5625
"17026","00083",8.5625
"17033","00089",7.704348
"17034","00089",7.704348
"17035","00089",7.704348
"17036","00089",7.704348
"17043","00089",7.935106
"17044","00089",7.935106
"17045","00089",7.935106
"17046","00089",7.935106
"17072","00111",7.032353
"17073","00111",7.032353
"17074","00111",7.032353
"17075","00111",7.032353
"17086","00113",7.074257
"17087","00113",7.074257
"17088","00113",7.074257
"17089","00113",7.074257
"17103","00115",7.687755
"17104","00115",7.687755
"17105","00115",7.687755
"17106","00115",7.687755
"17150","00119",9.390526
"17151","00119",9.390526
"17152","00119",9.390526
"17153","00119",9.390526
"17154","00119",9.390526
"17155","00119",9.390526
"17156","00119",9.390526
"17157","00119",9.390526
"17158","00119",9.411905
"17159","00119",9.411905
"17160","00119",9.411905
"17161","00119",9.411905
"17162","00119",9.411905
"17163","00119",9.411905
"17164","00119",9.411905
"17165","00119",9.411905
"17235","00119",8.838298
"17236","00119",8.838298
"17237","00119",8.838298
"17238","00119",8.838298
"17239","00119",9.044681
"17240","00119",9.044681
"17241","00119",9.044681
"17242","00119",9.044681
"17258","00119",8.663636
"17259","00119",8.663636
"17260","00119",8.663636
"17261","00119",8.663636
"17273","00119",8.643158
"17274","00119",8.643158
"17275","00119",8.643158
"17276","00119",8.643158
"17314","00143",7.581633
"17315","00143",7.581633
"17316","00143",7.581633
"17317","00143",7.581633
"17332","00157",7.42
"17333","00157",7.42
"17334","00157",7.42
"17335","00157",7.42
"17336","00157",9.226055
"17337","00157",9.135714
"17338","00157",9.135714
"17339","00157",9.135714
"17340","00157",9.135714
"17347","00161",7.137079
"17348","00161",7.137079
"17349","00161",7.137079
"17350","00161",7.137079
"17371","00163",9.784783
"17372","00163",9.784783
"17373","00163",9.784783
"17374","00163",9.784783
"17381","00167",7.734737
"17382","00167",7.734737
"17383","00167",7.734737
"17384","00167",7.734737
"17400","00197",7.884706
"17401","00197",7.884706
"17402","00197",7.884706
"17403","00197",7.884706
"17410","00197",7.091667
"17411","00197",7.091667
"17412","00197",7.091667
"17413","00197",7.091667
"17414","00197",6.850804
"17415","00197",6.807692
"17416","00197",6.807692
"17417","00197",6.807692
"17418","00197",6.807692
"17425","00201",7.691398
"17426","00201",7.691398
"17427","00201",7.691398
"17428","00201",7.691398
"17468","00003",7.805941
"17469","00003",7.805941
"17470","00003",7.805941
"17471","00003",7.805941
"17472","00003",7.749505
"17473","00003",7.749505
"17474","00003",7.749505
"17475","00003",7.749505
"17476","00003",8.315338
"17477","00003",8.315338
"17478","00003",8.300702
"17479","00003",8.300702
"17480","00003",8.300702
"17481","00003",8.300702
"17504","00005",8.023762
"17505","00005",8.023762
"17506","00005",8.023762
"17507","00005",8.023762
"17508","00005",8.040003
"17509","00005",7.983712
"17510","00005",7.983712
"17511","00005",7.983712
"17512","00005",7.983712
"17542","00019",9.099671
"17543","00019",9.099671
"17544","00019",9.099671
"17545","00019",9.099671
"17632","00019",7.628866
"17633","00019",7.628866
"17634","00019",7.628866
"17635","00019",7.628866
"17713","00035",7.408911
"17714","00035",7.408911
"17715","00035",7.408911
"17716","00035",7.408911
"17738","00037",8.746667
"17739","00037",8.746667
"17740","00037",8.746667
"17741","00037",8.746667
"17821","00039",7.960204
"17822","00039",7.960204
"17823","00039",7.960204
"17824","00039",7.960204
"17825","00039",8.823896
"17826","00039",8.823896
"17827","00039",8.748951
"17828","00039",8.748951
"17829","00039",8.748951
"17830","00039",8.748951
"17866","00043",8.185149
"17867","00043",8.185149
"17868","00043",8.185149
"17869","00043",8.185149
"17870","00043",8.344
"17871","00043",8.344
"17872","00043",8.344
"17873","00043",8.344
"17874","00043",6.547245
"17875","00043",6.547245
"17876","00043",6.528517
"17877","00043",6.528517
"17878","00043",6.528517
"17879","00043",6.528517
"17912","00055",7.606863
"17913","00055",7.606863
"17914","00055",7.606863
"17915","00055",7.606863
"17929","00057",7.879798
"17930","00057",7.879798
"17931","00057",7.879798
"17932","00057",7.879798
"17933","00057",8.657753
"17934","00057",8.61958
"17935","00057",8.61958
"17936","00057",8.61958
"17937","00057",8.61958
"17961","00065",7.097938
"17962","00065",7.097938
"17963","00065",7.097938
"17964","00065",7.097938
"18038","00067",7.669697
"18039","00067",7.669697
"18040","00067",7.669697
"18041","00067",7.669697
"18042","00067",9.216247
"18043","00067",9.206897
"18044","00067",9.206897
"18045","00067",9.206897
"18046","00067",9.206897
"18080","00089",8.517
"18081","00089",8.517
"18082","00089",8.517
"18083","00089",8.517
"18329","00089",8.586598
"18330","00089",8.586598
"18331","00089",8.586598
"18332","00089",8.586598
"18333","00089",8.586598
"18334","00089",8.586598
"18335","00089",8.586598
"18336","00089",8.586598
"18337","00089",9.345628
"18338","00089",9.345628
"18339","00089",9.298276
"18340","00089",9.298276
"18341","00089",9.298276
"18342","00089",9.298276
"18413","00089",9.193878
"18414","00089",9.193878
"18415","00089",9.193878
"18416","00089",9.193878
"18417","00089",9.193878
"18418","00089",9.193878
"18419","00089",9.193878
"18420","00089",9.193878
"18441","00089",8.752475
"18442","00089",8.752475
"18443","00089",8.752475
"18444","00089",8.752475
"18445","00089",9.369388
"18446","00089",9.369388
"18447","00089",9.369388
"18448","00089",9.369388
"18591","00089",8.07451
"18592","00089",8.07451
"18593","00089",8.07451
"18594","00089",8.07451
"18691","00091",7.542157
"18692","00091",7.542157
"18693","00091",7.542157
"18694","00091",7.542157
"18708","00095",7.424752
"18709","00095",7.424752
"18710","00095",7.424752
"18711","00095",7.424752
"18712","00095",7.855212
"18713","00095",7.855212
"18714","00095",7.7828
"18715","00095",7.7828
"18716","00095",7.840239
"18717","00095",7.7828
"18729","00097",9.617708
"18730","00097",9.617708
"18731","00097",9.617708
"18732","00097",9.617708
"18733","00097",9.617708
"18734","00097",9.617708
"18735","00097",9.617708
"18736","00097",9.617708
"18953","00097",8.547855
"18954","00097",8.547855
"18955","00097",8.547855
"18956","00097",8.547855
"18957","00097",9.201699
"18958","00097",9.167931
"18959","00097",9.167931
"18960","00097",9.167931
"18961","00097",9.167931
"19041","00097",9.332013
"19042","00097",9.332013
"19043","00097",9.332013
"19044","00097",9.332013
"19045","00097",9.551111
"19046","00097",9.551111
"19047","00097",9.551111
"19048","00097",9.551111
"19049","00097",9.438578
"19050","00097",9.438578
"19051","00097",9.408581
"19052","00097",9.408581
"19053","00097",9.408581
"19054","00097",9.408581
"19064","00097",10.129703
"19065","00097",10.129703
"19066","00097",10.129703
"19067","00097",10.129703
"19077","00097",9.169136
"19078","00097",9.169136
"19079","00097",9.169136
"19080","00097",9.169136
"19178","00097",9.758
"19179","00097",9.758
"19180","00097",9.758
"19181","00097",9.758
"19182","00097",9.362982
"19183","00097",9.321667
"19184","00097",9.321667
"19185","00097",9.321667
"19186","00097",9.321667
"19196","00105",7.536275
"19197","00105",7.536275
"19198","00105",7.536275
"19199","00105",7.536275
"19200","00105",5.832881
"19201","00105",5.832881
"19202","00105",5.8
"19203","00105",5.8
"19204","00105",5.8
"19205","00105",5.8
"19329","00127",7.792
"19330","00127",7.792
"19331","00127",7.792
"19332","00127",7.792
"19333","00127",7.967647
"19334","00127",7.967647
"19335","00127",7.967647
"19336","00127",7.967647
"19337","00127",6.917556
"19338","00127",6.917556
"19339","00127",6.869521
"19340","00127",6.869521
"19341","00127",6.869521
"19342","00127",6.869521
"19402","00141",7.954082
"19403","00141",7.954082
"19404","00141",7.954082
"19405","00141",7.954082
"19406","00141",8.097778
"19407","00141",8.097778
"19408","00141",8.097778
"19409","00141",8.097778
"19410","00141",9.674558
"19411","00141",9.674558
"19412","00141",9.585882
"19413","00141",9.585882
"19414","00141",9.585882
"19415","00141",9.585882
"19433","00147",8.419388
"19434","00147",8.419388
"19435","00147",8.419388
"19436","00147",8.419388
"19455","00157",7.580198
"19456","00157",7.580198
"19457","00157",7.580198
"19458","00157",7.580198
"19459","00157",7.736
"19460","00157",7.736
"19461","00157",7.736
"19462","00157",7.736
"19463","00157",7.202207
"19464","00157",7.202207
"19465","00157",7.155556
"19466","00157",7.155556
"19467","00157",7.155556
"19468","00157",7.155556
"19545","00163",8.728155
"19546","00163",8.728155
"19547","00163",8.728155
"19548","00163",8.728155
"19576","00163",8.510101
"19577","00163",8.510101
"19578","00163",8.510101
"19579","00163",8.510101
"19580","00163",9.102877
"19581","00163",9.102877
"19582","00163",9.077236
"19583","00163",9.077236
"19584","00163",9.077236
"19585","00163",9.077236
"19661","00163",8.972277
"19662","00163",8.972277
"19663","00163",8.972277
"19664","00163",8.972277
"19688","00167",8.512745
"19689","00167",8.512745
"19690","00167",8.512745
"19691","00167",8.512745
"19692","00167",8.76125
"19693","00167",8.76125
"19694","00167",8.73963
"19695","00167",8.73963
"19696","00167",8.73963
"19697","00167",8.73963
"19698","00167",7.890218
"19699","00167",7.890218
"19700","00167",7.859386
"19701","00167",7.859386
"19702","00167",7.859386
"19703","00167",7.859386
"19862","00183",7.429592
"19863","00183",7.429592
"19864","00183",7.429592
"19865","00183",7.429592
"19866","00183",7.811024
"19867","00183",7.811024
"19868","00183",7.766312
"19869","00183",7.766312
"19870","00183",7.766312
"19871","00183",7.766312
"19887","00013",7.654955
"19888","00013",7.654955
"19889","00013",7.654955
"19890","00013",7.654955
"19941","00045",8.222356
"19942","00045",8.222356
"19943","00045",8.222356
"19944","00045",8.222356
"19970","00045",7.561963
"19971","00045",7.561963
"19972","00045",7.561963
"19973","00045",7.561963
"19989","00055",7.509474
"19990","00055",7.509474
"19991","00055",7.509474
"19992","00055",7.509474
"20028","00103",7.459877
"20029","00103",7.459877
"20030","00103",7.459877
"20031","00103",7.459877
"20045","00111",8.530769
"20046","00111",8.530769
"20047","00111",8.530769
"20048","00111",8.530769
"20250","00113",7.82619
"20251","00113",7.82619
"20252","00113",7.82619
"20253","00113",7.82619
"20254","00113",7.92549
"20255","00113",7.92549
"20256","00113",7.92549
"20257","00113",7.92549
"20291","00137",6.1
"20292","00137",6.1
"20293","00137",6.1
"20294","00137",6.1
"20319","00139",7.911656
"20320","00139",7.911656
"20321","00139",7.911656
"20322","00139",7.911656
"20323","00139",7.984615
"20324","00139",7.984615
"20325","00139",7.984615
"20326","00139",7.984615
"20343","00139",7.210909
"20344","00139",7.210909
"20345","00139",7.210909
"20346","00139",7.210909
"20356","00139",7.651351
"20357","00139",7.651351
"20358","00139",7.651351
"20359","00139",7.651351
"20402","00139",8.053571
"20403","00139",8.053571
"20404","00139",8.053571
"20405","00139",8.053571
"20429","00147",6.63271
"20430","00147",6.63271
"20431","00147",6.63271
"20432","00147",6.63271
"20624","00153",7.178777
"20625","00153",7.178777
"20626","00153",7.178777
"20627","00153",7.178777
"20628","00153",7.543182
"20629","00153",7.543182
"20630","00153",7.543182
"20631","00153",7.543182
"20647","00153",7.076289
"20648","00153",7.076289
"20649","00153",7.076289
"20650","00153",7.076289
"20675","00155",7.2
"20676","00155",7.2
"20677","00155",7.2
"20678","00155",7.2
"20679","00155",7.475
"20680","00155",7.475
"20681","00155",7.475
"20682","00155",7.475
"20895","00163",7.724534
"20896","00163",7.724534
"20897","00163",7.724534
"20898","00163",7.724534
"20899","00163",8.507273
"20900","00163",8.507273
"20901","00163",8.507273
"20902","00163",8.507273
"20994","00163",7.543636
"20995","00163",7.543636
"20996","00163",7.543636
"20997","00163",7.543636
"21013","00163",8.333113
"21014","00163",8.333113
"21015","00163",8.333113
"21016","00163",8.333113
"21064","00177",6.809009
"21065","00177",6.809009
"21066","00177",6.809009
"21067","00177",6.809009
"21101","00193",7.525
"21102","00193",7.525
"21103","00193",7.525
"21104","00193",7.525
"21110","00091",6.6
"21111","00091",6.6
"21112","00091",6.6
"21113","00091",6.6
"21121","00091",5.129167
"21122","00091",5.129167
"21123","00091",5.129167
"21124","00091",5.129167
"21147","00133",7.326667
"21148","00133",7.326667
"21149","00133",7.326667
"21150","00133",7.326667
"21160","00173",7.309434
"21161","00173",7.309434
"21162","00173",7.309434
"21163","00173",7.309434
"21188","00173",7.022414
"21189","00173",7.022414
"21190","00173",7.022414
"21191","00173",7.022414
"21192","00173",7.03871
