"","State.Code","Arithmetic.Mean"
"3160","00006",5.035088
"3161","00006",5.035088
"3162","00006",5.035088
"3298","00006",8.03817
"3299","00006",7.996029
"3300","00006",7.996029
"3301","00006",7.996029
"3302","00006",7.996029
"3497","00006",10.609244
"3498","00006",10.609244
"3499","00006",10.609244
"3500","00006",10.609244
"3501","00006",11.33
"3502","00006",11.33
"3503","00006",11.33
"3504","00006",11.33
"3505","00006",13.425171
"3506","00006",13.377193
"3507","00006",13.377193
"3508","00006",13.377193
"3509","00006",13.377193
"3510","00006",14.483543
"3511","00006",14.422807
"3512","00006",14.422807
"3513","00006",14.422807
"3514","00006",14.422807
"3603","00006",7.881826
"3604","00006",7.881826
"3605","00006",7.822545
"3606","00006",7.822545
"3607","00006",7.822545
"3608","00006",7.822545
"3629","00006",7.113346
"3630","00006",7.137234
"3631","00006",7.137234
"3632","00006",7.137234
"3633","00006",7.137234
"3806","00006",10.045122
"3807","00006",10.045122
"3808","00006",10.045122
"3809","00006",10.045122
"3810","00006",11.714981
"3811","00006",11.749383
"3812","00006",11.749383
"3813","00006",11.749383
"3814","00006",11.749383
"3824","00006",11.1
"3825","00006",11.1
"3826","00006",11.1
"3827","00006",11.1
"3859","00006",5.894915
"3860","00006",5.894915
"3861","00006",5.894915
"3862","00006",5.894915
"3878","00006",3.72069
"3879","00006",3.72069
"3880","00006",3.72069
"3881","00006",3.72069
"3969","00006",12.184889
"3970","00006",12.184889
"3971","00006",12.184889
"3972","00006",12.184889
"3973","00006",11.328571
"3974","00006",11.328571
"3975","00006",11.328571
"3976","00006",11.328571
"4043","00006",11.493478
"4044","00006",11.493478
"4045","00006",11.493478
"4046","00006",11.493478
"4068","00006",9.56087
"4069","00006",9.56087
"4070","00006",9.56087
"4071","00006",9.56087
"4122","00006",4.189648
"4123","00006",4.155474
"4124","00006",4.155474
"4125","00006",4.155474
"4126","00006",4.155474
"4223","00006",5.258824
"4224","00006",5.258824
"4225","00006",5.258824
"4226","00006",5.258824
"4227","00006",7.031346
"4228","00006",6.982721
"4229","00006",6.982721
"4230","00006",6.982721
"4231","00006",6.982721
"4308","00006",12.564557
"4309","00006",12.564557
"4310","00006",12.564557
"4311","00006",12.564557
"4322","00006",7.65008
"4323","00006",7.531418
"4324","00006",7.531418
"4325","00006",7.531418
"4326","00006",7.531418
"4425","00006",11.923113
"4426","00006",11.923113
"4427","00006",11.923113
"4428","00006",11.923113
"4429","00006",17.524
"4430","00006",17.524
"4431","00006",17.524
"4432","00006",17.524
"4542","00006",5.482051
"4543","00006",5.482051
"4544","00006",5.482051
"4545","00006",5.482051
"4555","00006",13.603333
"4556","00006",13.603333
"4557","00006",13.603333
"4558","00006",13.603333
"4761","00006",12.816049
"4762","00006",12.816049
"4763","00006",12.816049
"4764","00006",12.816049
"4796","00006",13.41812
"4797","00006",13.392788
"4798","00006",13.392788
"4799","00006",13.392788
"4800","00006",13.392788
"4818","00006",3.271739
"4819","00006",3.271739
"4820","00006",3.271739
"4821","00006",3.271739
"4951","00006",9.27541
"4952","00006",9.27541
"4953","00006",9.27541
"4954","00006",9.27541
"5158","00006",11.833721
"5159","00006",11.833721
"5160","00006",11.833721
"5161","00006",11.833721
"5162","00006",11.582143
"5163","00006",11.582143
"5164","00006",11.582143
"5165","00006",11.582143
"5248","00006",8.492857
"5249","00006",8.492857
"5250","00006",8.492857
"5251","00006",8.492857
"5280","00006",10.408621
"5281","00006",10.408621
"5282","00006",10.408621
"5283","00006",10.408621
"5373","00006",11.209836
"5374","00006",11.209836
"5375","00006",11.209836
"5376","00006",11.209836
"5406","00006",9.062712
"5407","00006",9.062712
"5408","00006",9.062712
"5409","00006",9.062712
"5419","00006",10.097714
"5420","00006",10.097714
"5421","00006",10.097714
"5422","00006",10.097714
"5437","00006",9.439773
"5438","00006",9.439773
"5439","00006",9.439773
"5440","00006",9.439773
"5478","00006",11.705263
"5479","00006",11.705263
"5480","00006",11.705263
"5481","00006",11.705263
"5757","00006",10.076087
"5758","00006",10.076087
"5759","00006",10.076087
"5760","00006",10.076087
"5761","00006",11.278091
"5762","00006",11.240678
"5763","00006",11.240678
"5764","00006",11.240678
"5765","00006",11.240678
"5800","00006",6.262504
"5801","00006",6.204331
"5802","00006",6.204331
"5803","00006",6.204331
"5804","00006",6.204331
"5848","00006",6.073449
"5849","00006",6.023596
"5850","00006",6.023596
"5851","00006",6.023596
"5852","00006",6.023596
"5860","00006",4.722678
"5861","00006",4.56519
"5862","00006",4.56519
"5863","00006",4.56519
"5864","00006",4.56519
"5878","00006",11.608247
"5879","00006",11.570492
"5880","00006",11.570492
"5881","00006",11.570492
"5882","00006",11.570492
"5894","00006",9.51125
"5895","00006",9.51125
"5896","00006",9.51125
"5897","00006",9.51125
"5921","00006",7.819588
"5922","00006",7.819588
"5923","00006",5.499022
"5924","00006",7.7603
"5925","00006",7.7603
"5926","00006",5.441797
"5927","00006",7.7603
"5928","00006",7.7603
"5929","00006",5.441797
"5930","00006",5.441797
"5931","00006",7.7603
"5932","00006",7.7603
"5933","00006",5.441797
"5934","00006",7.7603
"5935","00006",7.7603
"5945","00006",5.810881
"5946","00006",5.768248
"5947","00006",5.768248
"5948","00006",5.768248
"5949","00006",5.768248
"5965","00006",5.0125
"5966","00006",5.0125
"5967","00006",5.0125
"5968","00006",5.0125
"5969","00006",5.548432
"5970","00006",5.497753
"5971","00006",5.497753
"5972","00006",5.497753
"5973","00006",5.497753
"6009","00006",7.590494
"6010","00006",7.591638
"6011","00006",7.591638
"6012","00006",7.591638
"6013","00006",7.591638
"6027","00006",4.810256
"6028","00006",4.810256
"6029","00006",4.810256
"6030","00006",4.810256
"6042","00006",6.420988
"6043","00006",6.420988
"6044","00006",6.420988
"6045","00006",6.420988
"6075","00006",8.863842
"6076","00006",8.863842
"6077","00006",8.863842
"6078","00006",8.863842
"6129","00006",6.705172
"6130","00006",6.705172
"6131","00006",6.705172
"6132","00006",6.705172
"6155","00006",6.16329
"6156","00006",6.16329
"6157","00006",5.003546
"6158","00006",6.123358
"6159","00006",5.078467
"6160","00006",6.123358
"6161","00006",6.123358
"6162","00006",6.123358
"6163","00006",5.078467
"6164","00006",6.123358
"6165","00006",5.078467
"6166","00006",6.123358
"6167","00006",6.123358
"6168","00006",6.123358
"6169","00006",5.078467
"6247","00006",6.2325
"6248","00006",6.2325
"6249","00006",6.2325
"6250","00006",6.2325
"6251","00006",6.7
"6252","00006",6.7
"6253","00006",6.7
"6254","00006",6.7
"6301","00006",7.539076
"6302","00006",7.539076
"6303","00006",7.539076
"6304","00006",7.539076
"6333","00006",12.906098
"6334","00006",12.906098
"6335","00006",12.906098
"6336","00006",12.906098
"6337","00006",11.357143
"6338","00006",11.357143
"6339","00006",11.357143
"6340","00006",11.357143
"6414","00006",9.890117
"6415","00006",9.807937
"6416","00006",9.807937
"6417","00006",9.807937
"6418","00006",9.807937
"6419","00006",6.431429
"6420","00006",6.431429
"6421","00006",6.431429
"6422","00006",6.431429
"6457","00006",10.67066
"6458","00006",10.67066
"6459","00006",10.622082
"6460","00006",10.622082
"6461","00006",10.622082
"6462","00006",10.622082
"6463","00006",6.477778
"6464","00006",6.477778
"6465","00006",6.477778
"6466","00006",6.477778
"6500","00006",7.255357
"6501","00006",7.255357
"6502","00006",7.255357
"6503","00006",7.255357
"6540","00006",5.237931
"6541","00006",5.237931
"6542","00006",5.237931
"6543","00006",5.237931
"6749","00006",12.15625
"6750","00006",12.15625
"6751","00006",12.15625
"6752","00006",12.15625
"6753","00006",11.016129
"6754","00006",11.016129
"6755","00006",11.016129
"6756","00006",11.016129
"6912","00006",13.651462
"6913","00006",13.651462
"6914","00006",13.651462
"6915","00006",13.651462
"6916","00006",12.290323
"6917","00006",12.290323
"6918","00006",12.290323
"6919","00006",12.290323
"7017","00006",7.030085
"7018","00006",7.030085
"7019","00006",7.030085
"7020","00006",7.030085
"7021","00006",7.995
"7022","00006",7.995
"7023","00006",7.995
"7024","00006",7.995
"7122","00006",6.3025
"7123","00006",6.3025
"7124","00006",6.3025
"7125","00006",6.3025
"7203","00006",5.567778
"7204","00006",5.505825
"7205","00006",5.505825
"7206","00006",5.505825
"7207","00006",5.505825
"7208","00006",3.678608
"7209","00006",3.620792
"7210","00006",3.620792
"7211","00006",3.620792
"7212","00006",3.620792
"7258","00006",6.573171
"7259","00006",6.573171
"7260","00006",6.573171
"7261","00006",6.573171
"7280","00006",4.648296
"7281","00006",4.618939
"7282","00006",4.618939
"7283","00006",4.618939
"7284","00006",4.618939
"7362","00006",14.394186
"7363","00006",14.394186
"7364","00006",14.394186
"7365","00006",14.394186
"7464","00006",10.927083
"7465","00006",10.927083
"7466","00006",10.927083
"7467","00006",10.927083
"7468","00006",12.1
"7469","00006",12.1
"7470","00006",12.1
"7471","00006",12.1
"7495","00006",6.510714
"7496","00006",6.510714
"7497","00006",6.510714
"7498","00006",6.510714
"7538","00006",9.75
"7539","00006",9.75
"7540","00006",9.75
"7541","00006",9.75
"7587","00006",8.627778
"7588","00006",8.627778
"7589","00006",8.627778
"7590","00006",8.627778
"7653","00006",9.548325
"7654","00006",9.548325
"7655","00006",9.548325
"7656","00006",9.548325
"7663","00006",5.091346
"7664","00006",5.091346
"7665","00006",5.073973
"7666","00006",5.073973
"7667","00006",5.073973
"7668","00006",5.073973
"7706","00006",7.873118
"7707","00006",7.873118
"7708","00006",7.873118
"7709","00006",7.873118
"7710","00006",7.791111
"7711","00006",7.791111
"7712","00006",7.791111
"7713","00006",7.791111
"7773","00006",7.538
"7774","00006",7.538
"7775","00006",7.538
"7776","00006",7.538
"7891","00006",9.776842
"7892","00006",9.776842
"7893","00006",9.776842
"7894","00006",9.776842
"7910","00006",7.840166
"7911","00006",7.840166
"7912","00006",7.786029
"7913","00006",7.786029
"7914","00006",7.786029
"7915","00006",7.786029
"8004","00006",7.153181
"8005","00006",7.142034
"8006","00006",7.142034
"8007","00006",7.142034
"8008","00006",7.142034
"8056","00006",12.810082
"8057","00006",12.783051
"8058","00006",12.783051
"8059","00006",12.783051
"8060","00006",12.783051
"8061","00006",14.27508
"8062","00006",14.282524
"8063","00006",14.282524
"8064","00006",14.282524
"8065","00006",14.282524
"8075","00006",8.913921
"8076","00006",8.860684
"8077","00006",8.860684
"8078","00006",8.860684
"8079","00006",8.860684
"8126","00006",5.622908
"8127","00006",5.570388
"8128","00006",5.570388
"8129","00006",5.570388
"8130","00006",5.570388
"8143","00006",9.243035
"8144","00006",9.182292
"8145","00006",9.182292
"8146","00006",9.182292
"8147","00006",9.182292
"8154","00006",8.991857
"8155","00006",8.965025
"8156","00006",8.965025
"8157","00006",8.965025
"8158","00006",8.965025
"8200","00006",5.826456
"8201","00006",5.777926
"8202","00006",5.777926
"8203","00006",5.777926
"8204","00006",5.777926
"8259","00006",8.551009
"8260","00006",8.556357
"8261","00006",8.556357
"8262","00006",8.556357
"8263","00006",8.556357
"8329","00006",7.596587
"8330","00006",7.553696
"8331","00006",7.553696
"8332","00006",7.553696
"8333","00006",7.553696
"8485","00006",7.499576
"8486","00006",7.468163
"8487","00006",7.468163
"8488","00006",7.468163
"8489","00006",7.468163
"8512","00006",7.2984
"8513","00006",7.246502
"8514","00006",7.246502
"8515","00006",7.246502
"8516","00006",7.246502
"8550","00006",5.778497
"8551","00006",5.763448
"8552","00006",5.763448
"8553","00006",5.763448
"8554","00006",5.763448
"8666","00006",7.955882
"8667","00006",7.955882
"8668","00006",7.955882
"8669","00006",7.955882
"8670","00006",8.250882
"8671","00006",8.205782
"8672","00006",8.205782
"8673","00006",8.205782
"8674","00006",8.205782
"8768","00006",8.939698
"8769","00006",8.889667
"8770","00006",8.889667
"8771","00006",8.889667
"8772","00006",8.889667
"8791","00006",5.666146
"8792","00006",5.604478
"8793","00006",5.604478
"8794","00006",5.604478
"8795","00006",5.604478
"8799","00006",5.091443
"8800","00006",5.046296
"8801","00006",5.046296
"8802","00006",5.046296
"8803","00006",5.046296
"8819","00006",4.805128
"8820","00006",4.805128
"8821","00006",4.805128
"8822","00006",4.805128
"8860","00006",4.053846
"8861","00006",4.053846
"8862","00006",4.053846
"8863","00006",4.053846
"8901","00006",6.492747
"8902","00006",6.468858
"8903","00006",6.468858
"8904","00006",6.468858
"8905","00006",6.468858
"8906","00006",8.100971
"8907","00006",8.037324
"8908","00006",8.037324
"8909","00006",8.037324
"8910","00006",8.037324
"8959","00006",4.026599
"8960","00006",3.986195
"8961","00006",3.986195
"8962","00006",3.986195
"8963","00006",3.986195
"9004","00006",7.809524
"9005","00006",7.809524
"9006","00006",7.809524
"9007","00006",7.809524
"9008","00006",11.05188
"9009","00006",11.046667
"9010","00006",11.046667
"9011","00006",11.046667
"9012","00006",11.046667
"9079","00006",11.326585
"9080","00006",11.166949
"9081","00006",11.166949
"9082","00006",11.348319
"9083","00006",11.166949
"9109","00006",6.784746
"9110","00006",6.784746
"9111","00006",6.784746
"9112","00006",6.784746
"9138","00006",2.841341
"9139","00006",2.813223
"9140","00006",2.813223
"9141","00006",2.813223
"9142","00006",2.813223
"9204","00006",12.30375
"9205","00006",12.30375
"9206","00006",12.30375
"9207","00006",12.30375
"9302","00006",9.732566
"9303","00006",9.689037
"9304","00006",9.689037
"9305","00006",9.689037
"9306","00006",9.689037
"9331","00006",8.890081
"9332","00006",8.826756
"9333","00006",8.826756
"9334","00006",8.826756
"9335","00006",8.826756
"9349","00006",9.633261
"9350","00006",9.583737
"9351","00006",9.583737
"9352","00006",9.583737
"9353","00006",9.583737
"9464","00006",8.897482
"9465","00006",8.844667
"9466","00006",8.844667
"9467","00006",8.844667
"9468","00006",8.844667
"9469","00006",8.81924
"9470","00006",8.787043
"9471","00006",8.787043
"9472","00006",8.787043
"9473","00006",8.787043
"9550","00006",8.472645
"9551","00006",8.441096
"9552","00006",8.441096
"9553","00006",8.441096
"9554","00006",8.441096
"9585","00006",5.68
"9586","00006",5.68
"9587","00006",5.68
"9588","00006",5.68
"9599","00008",8.4
"9600","00008",8.4
"9601","00008",8.4
"9602","00008",8.4
"9603","00008",9.553129
"9604","00008",9.530303
"9605","00008",9.530303
"9606","00008",9.530303
"9607","00008",9.530303
"9656","00008",5.274725
"9657","00008",5.274725
"9658","00008",5.274725
"9659","00008",5.274725
"9681","00008",6.487059
"9682","00008",6.487059
"9683","00008",6.487059
"9684","00008",6.487059
"9694","00008",5.178481
"9695","00008",5.178481
"9696","00008",5.178481
"9697","00008",5.178481
"9919","00008",6.521091
"9920","00008",6.521091
"9921","00008",6.521091
"9922","00008",6.521091
"9923","00008",6.327273
"9924","00008",6.327273
"9925","00008",6.327273
"9926","00008",6.327273
"9927","00008",6.955241
"9928","00008",6.910492
"9929","00008",6.910492
"9930","00008",6.910492
"9931","00008",6.910492
"9970","00008",6.394505
"9971","00008",6.394505
"9972","00008",6.394505
"9973","00008",6.394505
"9974","00008",5.842236
"9975","00008",5.79082
"9976","00008",5.79082
"9977","00008",5.79082
"9978","00008",5.79082
"10061","00008",8.164
"10062","00008",8.164
"10063","00008",8.164
"10064","00008",8.164
"10065","00008",7.564425
"10066","00008",7.522442
"10067","00008",7.522442
"10068","00008",7.522442
"10069","00008",7.522442
"10086","00008",9.309039
"10087","00008",9.263245
"10088","00008",9.263245
"10089","00008",9.263245
"10090","00008",9.263245
"10106","00008",4.690217
"10107","00008",4.690217
"10108","00008",4.690217
"10109","00008",4.690217
"10142","00008",4.713725
"10143","00008",4.713725
"10144","00008",4.713725
"10145","00008",4.713725
"10146","00008",6.772669
"10147","00008",6.720769
"10148","00008",6.720769
"10149","00008",6.720769
"10150","00008",6.720769
"10780","00008",3.481341
"10781","00008",3.481341
"10782","00008",3.441818
"10783","00008",3.441818
"10784","00008",3.441818
"10785","00008",3.441818
"10898","00008",4.679764
"10899","00008",4.679764
"10900","00008",4.625424
"10901","00008",4.625424
"10902","00008",4.625424
"10903","00008",4.625424
"11009","00008",2.839024
"11010","00008",2.839024
"11011","00008",2.839024
"11012","00008",2.839024
"11047","00008",3.112821
"11048","00008",3.112821
"11049","00008",3.112821
"11050","00008",3.112821
"11051","00008",3.218919
"11052","00008",3.218919
"11053","00008",3.218919
"11054","00008",3.218919
"11055","00008",6.187704
"11056","00008",6.139286
"11057","00008",6.139286
"11058","00008",6.139286
"11059","00008",6.139286
"11080","00008",5.765079
"11081","00008",5.765079
"11082","00008",5.765079
"11083","00008",5.765079
"11084","00008",6.450508
"11085","00008",6.439863
"11086","00008",6.439863
"11087","00008",6.439863
"11088","00008",6.439863
"11148","00008",5.843478
"11149","00008",5.843478
"11150","00008",5.843478
"11151","00008",5.843478
"11152","00008",6.02213
"11153","00008",5.964901
"11154","00008",5.964901
"11155","00008",5.964901
"11156","00008",5.964901
"11335","00008",2.28728
"11336","00008",2.28728
"11337","00008",2.221023
"11338","00008",2.221023
"11339","00008",2.221023
"11340","00008",2.221023
"11360","00008",4.7625
"11361","00008",4.7625
"11362","00008",4.7625
"11363","00008",4.7625
"11400","00008",7.900249
"11401","00008",7.835587
"11402","00008",7.835587
"11403","00008",7.835587
"11404","00008",7.835587
"11417","00008",8.076563
"11418","00008",8.076563
"11419","00008",8.076563
"11420","00008",8.076563
"11421","00008",8.851472
"11422","00008",8.863333
"11423","00008",8.863333
"11424","00008",8.863333
"11425","00008",8.863333
"11599","00008",7.203261
"11600","00008",7.203261
"11601","00008",7.203261
"11602","00008",7.203261
"11690","00009",7.709302
"11691","00009",7.709302
"11692","00009",7.709302
"11693","00009",7.709302
"11694","00009",8.893847
"11695","00009",8.875794
"11696","00009",8.875794
"11697","00009",8.875794
"11698","00009",8.875794
"11720","00009",6.769767
"11721","00009",6.769767
"11722","00009",6.769767
"11723","00009",6.769767
"11724","00009",7.860786
"11725","00009",7.832432
"11726","00009",7.832432
"11727","00009",7.832432
"11728","00009",7.832432
"11759","00009",7.423864
"11760","00009",7.423864
"11761","00009",7.423864
"11762","00009",7.423864
"11763","00009",6.597307
"11764","00009",6.548413
"11765","00009",6.548413
"11766","00009",6.548413
"11767","00009",6.548413
"11796","00009",6.11087
"11797","00009",6.11087
"11798","00009",6.11087
"11799","00009",6.11087
"11800","00009",5.584615
"11801","00009",5.584615
"11802","00009",5.584615
"11803","00009",5.584615
"11804","00009",5.962175
"11805","00009",5.932813
"11806","00009",5.932813
"11807","00009",5.932813
"11808","00009",5.932813
"11843","00009",4.508791
"11844","00009",4.508791
"11845","00009",4.508791
"11846","00009",4.508791
"11847","00009",5.1707
"11848","00009",5.165737
"11849","00009",5.165737
"11850","00009",5.165737
"11851","00009",5.165737
"11899","00009",7.204878
"11900","00009",7.204878
"11901","00009",7.204878
"11902","00009",7.204878
"11903","00009",6.95
"11904","00009",6.95
"11905","00009",6.95
"11906","00009",6.95
"11907","00009",6.136759
"11908","00009",6.068093
"11909","00009",6.068093
"11910","00009",6.068093
"11911","00009",6.068093
