"","State.Code","Arithmetic.Mean"
"11981","00009",6.2
"11982","00009",6.2
"11983","00009",6.2
"11984","00009",6.2
"11985","00009",7.26875
"11986","00009",7.26875
"11987","00009",7.26875
"11988","00009",7.26875
"11989","00009",7.413021
"11990","00009",7.389375
"11991","00009",7.389375
"11992","00009",7.389375
"11993","00009",7.389375
"12006","00009",6.066667
"12007","00009",6.066667
"12008","00009",6.066667
"12009","00009",6.066667
"12010","00009",5.15942
"12011","00009",5.099222
"12012","00009",5.099222
"12013","00009",5.099222
"12014","00009",5.099222
"12034","00010",6.870732
"12035","00010",6.870732
"12036","00010",6.870732
"12037","00010",6.870732
"12038","00010",6.862368
"12039","00010",6.862368
"12040","00010",6.807143
"12041","00010",6.807143
"12042","00010",6.807143
"12043","00010",6.807143
"12046","00010",7.113415
"12047","00010",7.113415
"12048","00010",7.113415
"12049","00010",7.113415
"12052","00010",7.47561
"12053","00010",7.47561
"12054","00010",7.47561
"12055","00010",7.47561
"12067","00010",7.26338
"12068","00010",7.26338
"12069","00010",7.26338
"12070","00010",7.26338
"12078","00010",7.961869
"12079","00010",7.952206
"12080","00010",7.952206
"12081","00010",7.952206
"12082","00010",7.952206
"12089","00010",7.721795
"12090","00010",7.721795
"12091","00010",7.721795
"12092","00010",7.721795
"12170","00010",7.964192
"12171","00010",7.964192
"12172","00010",7.964192
"12173","00010",7.964192
"12174","00010",8.983333
"12175","00010",8.983333
"12176","00010",8.983333
"12177","00010",8.983333
"12178","00010",8.861538
"12179","00010",8.861538
"12180","00010",8.815385
"12181","00010",8.815385
"12182","00010",8.815385
"12183","00010",8.815385
"12253","00010",7.230952
"12254","00010",7.230952
"12255","00010",7.230952
"12256","00010",7.230952
"12257","00010",6.759097
"12258","00010",6.759097
"12259","00010",6.705217
"12260","00010",6.705217
"12261","00010",6.705217
"12262","00010",6.705217
"12287","00011",7.945
"12288","00011",7.945
"12289","00011",7.945
"12290","00011",7.945
"12453","00011",8.230198
"12454","00011",8.230198
"12455","00011",8.230198
"12456","00011",8.230198
"12457","00011",7.608571
"12458","00011",7.608571
"12459","00011",7.608571
"12460","00011",7.608571
"12461","00011",9.104582
"12462","00011",9.125591
"12463","00011",9.125591
"12464","00011",9.125591
"12465","00011",9.125591
"12552","00011",8.854788
"12553","00011",8.90578
"12554","00011",8.90578
"12555","00011",8.90578
"12556","00011",8.90578
"12575","00012",6.013953
"12576","00012",6.013953
"12577","00012",6.013953
"12578","00012",6.013953
"12579","00012",6.440909
"12580","00012",6.440909
"12581","00012",6.440909
"12582","00012",6.440909
"12614","00012",5.086517
"12615","00012",5.086517
"12616","00012",5.086517
"12617","00012",5.086517
"12807","00012",6.257529
"12808","00012",6.257529
"12809","00012",6.257529
"12810","00012",6.257529
"12811","00012",6.260465
"12812","00012",6.260465
"12813","00012",6.260465
"12814","00012",6.260465
"12815","00012",5.409469
"12816","00012",5.308176
"12817","00012",5.308176
"12818","00012",5.308176
"12819","00012",5.308176
"12890","00012",9.27415
"12891","00012",9.232065
"12892","00012",9.232065
"12893","00012",9.232065
"12894","00012",9.232065
"12908","00012",6.242529
"12909","00012",6.242529
"12910","00012",6.242529
"12911","00012",6.242529
"12963","00012",5.603175
"12964","00012",5.603175
"12965","00012",5.603175
"12966","00012",5.603175
"13034","00012",5.784884
"13035","00012",5.784884
"13036","00012",5.784884
"13037","00012",5.784884
"13038","00012",5.636364
"13039","00012",5.636364
"13040","00012",5.636364
"13041","00012",5.636364
"13081","00012",8.011765
"13082","00012",8.011765
"13083","00012",8.011765
"13084","00012",8.011765
"13121","00012",7.002273
"13122","00012",7.002273
"13123","00012",7.002273
"13124","00012",7.002273
"13145","00012",7.278652
"13146","00012",7.278652
"13147","00012",7.278652
"13148","00012",7.278652
"13149","00012",8.34375
"13150","00012",8.34375
"13151","00012",8.34375
"13152","00012",8.34375
"13171","00012",9.332265
"13172","00012",9.314966
"13173","00012",9.314966
"13174","00012",9.314966
"13175","00012",9.314966
"13203","00012",6.85
"13204","00012",6.85
"13205","00012",6.85
"13206","00012",6.85
"13207","00012",7.3
"13208","00012",7.3
"13209","00012",7.3
"13210","00012",7.3
"13257","00012",8.500072
"13258","00012",8.45407
"13259","00012",8.45407
"13260","00012",8.45407
"13261","00012",8.45407
"13446","00012",7.038976
"13447","00012",7.038976
"13448","00012",7.038976
"13449","00012",7.038976
"13450","00012",8.090476
"13451","00012",8.090476
"13452","00012",8.090476
"13453","00012",8.090476
"13454","00012",7.726991
"13455","00012",7.660223
"13456","00012",7.660223
"13457","00012",7.660223
"13458","00012",7.660223
"13557","00012",5.620225
"13558","00012",5.620225
"13559","00012",5.620225
"13560","00012",5.620225
"13561","00012",6.285185
"13562","00012",6.285185
"13563","00012",6.285185
"13564","00012",6.285185
"13600","00012",6.773494
"13601","00012",6.773494
"13602","00012",6.773494
"13603","00012",6.773494
"13604","00012",7.730435
"13605","00012",7.730435
"13606","00012",7.730435
"13607","00012",7.730435
"13747","00012",6.77439
"13748","00012",6.77439
"13749","00012",6.77439
"13750","00012",6.77439
"13773","00012",7.587795
"13774","00012",7.587795
"13775","00012",7.587795
"13776","00012",7.587795
"13777","00012",7.988889
"13778","00012",7.988889
"13779","00012",7.988889
"13780","00012",7.988889
"13798","00012",7.146718
"13799","00012",7.146718
"13800","00012",7.146718
"13801","00012",7.146718
"13938","00012",6.800769
"13939","00012",6.800769
"13940","00012",6.800769
"13941","00012",6.800769
"13942","00012",8.05
"13943","00012",8.05
"13944","00012",8.05
"13945","00012",8.05
"13973","00012",6.046591
"13974","00012",6.046591
"13975","00012",6.046591
"13976","00012",6.046591
"14081","00012",6.718182
"14082","00012",6.718182
"14083","00012",6.718182
"14084","00012",6.718182
"14085","00012",6.867857
"14086","00012",6.867857
"14087","00012",6.867857
"14088","00012",6.867857
"14242","00012",6.748315
"14243","00012",6.748315
"14244","00012",6.748315
"14245","00012",6.748315
"14295","00012",6.070787
"14296","00012",6.070787
"14297","00012",6.070787
"14298","00012",6.070787
"14299","00012",7.39
"14300","00012",7.39
"14301","00012",7.39
"14302","00012",7.39
"14340","00012",6.258242
"14341","00012",6.258242
"14342","00012",6.258242
"14343","00012",6.258242
"14344","00012",6.335714
"14345","00012",6.335714
"14346","00012",6.335714
"14347","00012",6.335714
"14394","00012",5.832584
"14395","00012",5.832584
"14396","00012",5.832584
"14397","00012",5.832584
"14398","00012",6.630435
"14399","00012",6.630435
"14400","00012",6.630435
"14401","00012",6.630435
"14421","00012",5.664444
"14422","00012",5.664444
"14423","00012",5.664444
"14424","00012",5.664444
"14448","00013",9.544747
"14449","00013",9.544747
"14450","00013",9.544747
"14451","00013",9.544747
"14452","00013",10.766667
"14453","00013",10.766667
"14454","00013",10.766667
"14455","00013",10.766667
"14556","00013",5.951163
"14557","00013",5.951163
"14558","00013",5.951163
"14559","00013",5.951163
"14601","00013",7.789565
"14602","00013",7.789565
"14603","00013",7.789565
"14604","00013",7.789565
"14622","00013",7.447727
"14623","00013",7.447727
"14624","00013",7.447727
"14625","00013",7.447727
"14628","00013",8.675824
"14629","00013",8.675824
"14630","00013",8.675824
"14631","00013",8.675824
"14636","00013",8.73956
"14637","00013",8.73956
"14638","00013",8.73956
"14639","00013",8.73956
"14911","00013",8.414559
"14912","00013",8.414559
"14913","00013",8.414559
"14914","00013",8.414559
"14915","00013",10.004545
"14916","00013",10.004545
"14917","00013",10.004545
"14918","00013",10.004545
"14919","00013",11.964187
"14920","00013",11.933663
"14921","00013",11.933663
"14922","00013",11.933663
"14923","00013",11.933663
"14985","00013",8.520455
"14986","00013",8.520455
"14987","00013",8.520455
"14988","00013",8.520455
"14989","00013",8.566412
"14990","00013",8.566412
"14991","00013",8.566412
"14992","00013",8.566412
"14993","00013",9.489004
"14994","00013",9.509717
"14995","00013",9.509717
"14996","00013",9.509717
"14997","00013",9.509717
"15009","00013",8.916418
"15010","00013",8.916418
"15011","00013",8.916418
"15012","00013",8.916418
"15078","00013",9.432609
"15079","00013",9.432609
"15080","00013",9.432609
"15081","00013",9.432609
"15103","00013",10.011481
"15104","00013",10.011481
"15105","00013",10.011481
"15106","00013",10.011481
"15114","00013",7.4312
"15115","00013",7.4312
"15116","00013",7.4312
"15117","00013",7.4312
"15122","00013",7.75
"15123","00013",7.75
"15124","00013",7.75
"15125","00013",7.75
"15128","00013",7.410112
"15129","00013",7.410112
"15130","00013",7.410112
"15131","00013",7.410112
"15138","00013",7.566292
"15139","00013",7.566292
"15140","00013",7.566292
"15141","00013",7.566292
"15144","00013",7.429545
"15145","00013",7.429545
"15146","00013",7.429545
"15147","00013",7.429545
"15158","00013",8.848052
"15159","00013",8.848052
"15160","00013",8.848052
"15161","00013",8.848052
"15166","00013",8.551852
"15167","00013",8.551852
"15168","00013",8.551852
"15169","00013",8.551852
"15176","00013",8.835802
"15177","00013",8.835802
"15178","00013",8.835802
"15179","00013",8.835802
"15302","00013",7.275281
"15303","00013",7.275281
"15304","00013",7.275281
"15305","00013",7.275281
"15329","00013",8.398901
"15330","00013",8.398901
"15331","00013",8.398901
"15332","00013",8.398901
"15415","00013",8.414773
"15416","00013",8.414773
"15417","00013",8.414773
"15418","00013",8.414773
"15485","00013",7.692222
"15486","00013",7.692222
"15487","00013",7.692222
"15488","00013",7.692222
"15489","00013",9.118889
"15490","00013",9.118889
"15491","00013",9.118889
"15492","00013",9.118889
"15520","00015",9.001981
"15521","00015",8.923445
"15522","00015",8.923445
"15523","00015",8.923445
"15524","00015",8.923445
"15540","00015",7.685273
"15541","00015",7.685273
"15542","00015",7.676494
"15543","00015",6.1568
"15544","00015",7.676494
"15545","00015",7.676494
"15546","00015",6.1568
"15547","00015",7.676494
"15548","00015",7.676494
"15549","00015",7.676494
"15550","00015",6.1568
"15551","00015",6.1568
"15552","00015",7.676494
"15553","00015",7.676494
"15569","00015",13.381097
"15570","00015",13.381097
"15571","00015",13.276623
"15572","00015",13.276623
"15573","00015",9.889352
"15574","00015",9.889352
"15575","00015",13.276623
"15576","00015",13.276623
"15577","00015",13.276623
"15578","00015",13.276623
"15579","00015",9.889352
"15580","00015",13.276623
"15581","00015",9.889352
"15582","00015",13.276623
"15583","00015",16.105571
"15584","00015",16.105571
"15585","00015",16.00619
"15586","00015",16.00619
"15587","00015",16.00619
"15588","00015",16.00619
"15589","00015",16.098578
"15590","00015",16.098578
"15591","00015",16.00619
"15592","00015",16.00619
"15612","00015",4.793331
"15613","00015",6.224515
"15614","00015",6.224515
"15615","00015",5
"15616","00015",6.170677
"15617","00015",6.170677
"15618","00015",6.170677
"15619","00015",6.170677
"15620","00015",5
"15621","00015",6.170677
"15622","00015",6.170677
"15623","00015",5
"15624","00015",6.170677
"15625","00015",6.170677
"15626","00015",5
"15642","00015",15.200796
"15643","00015",15.200796
"15644","00015",8.9488
"15645","00015",15.145255
"15646","00015",15.145255
"15647","00015",15.145255
"15648","00015",15.145255
"15649","00015",8.9488
"15650","00015",8.9488
"15651","00015",15.145255
"15652","00015",15.145255
"15653","00015",15.145255
"15654","00015",8.9488
"15655","00015",15.145255
"15671","00015",7.205621
"15672","00015",7.205621
"15673","00015",7.156332
"15674","00015",7.156332
"15675","00015",5.544053
"15676","00015",5.544053
"15677","00015",7.156332
"15678","00015",7.156332
"15679","00015",7.156332
"15680","00015",7.156332
"15681","00015",5.544053
"15682","00015",7.156332
"15683","00015",5.544053
"15684","00015",7.156332
"15721","00015",4.308855
"15722","00015",4.162911
"15723","00015",4.162911
"15724","00015",4.162911
"15725","00015",4.162911
"15726","00015",3.819718
"15727","00015",3.819718
"15728","00015",3.819718
"15729","00015",3.819718
"15803","00015",2.052022
"15804","00015",2.062551
"15805","00015",2.062551
"15806","00015",2.062551
"15807","00015",2.062551
"15812","00015",4.741129
"15813","00015",4.704135
"15814","00015",4.704135
"15815","00015",4.704135
"15816","00015",4.704135
"15819","00015",2.491879
"15820","00015",2.467766
"15821","00015",2.467766
"15822","00015",2.467766
"15823","00015",2.467766
"15831","00015",3.630023
"15832","00015",3.576744
"15833","00015",3.576744
"15834","00015",3.576744
"15835","00015",3.576744
"15836","00015",3.430595
"15837","00015",3.4375
"15838","00015",3.4375
"15839","00015",3.4375
"15840","00015",3.4375
"15841","00015",4.317716
"15842","00015",4.238697
"15843","00015",4.238697
"15844","00015",4.238697
"15845","00015",4.238697
"15846","00015",3.184625
"15847","00015",3.126378
"15848","00015",3.126378
"15849","00015",3.126378
"15850","00015",3.126378
"15882","00016",4.69322
"15883","00016",4.69322
"15884","00016",4.69322
"15885","00016",4.69322
"15886","00016",5.02
"15887","00016",5.02
"15888","00016",5.02
"15889","00016",5.02
"15992","00016",4.868182
"15993","00016",4.868182
"15994","00016",4.868182
"15995","00016",4.868182
"15996","00016",7.337124
"15997","00016",7.296418
"15998","00016",7.296418
"15999","00016",7.296418
"16000","00016",7.296418
"16001","00016",6.552047
"16002","00016",6.552047
"16003","00016",6.552047
"16004","00016",6.552047
"16043","00016",6.398214
"16044","00016",6.398214
"16045","00016",6.398214
"16046","00016",6.398214
"16054","00016",8.086275
"16055","00016",8.086275
"16056","00016",8.086275
"16057","00016",8.086275
"16086","00016",4.459853
"16087","00016",4.416034
"16088","00016",4.416034
"16089","00016",4.416034
"16090","00016",4.416034
"16130","00016",13.29
"16131","00016",13.29
"16132","00016",13.29
"16133","00016",13.29
"16177","00016",9.337778
"16178","00016",9.337778
"16179","00016",9.337778
"16180","00016",9.337778
"16202","00017",7.470833
"16203","00017",7.470833
"16204","00017",7.470833
"16205","00017",7.470833
"16226","00017",7.007143
"16227","00017",7.007143
"16228","00017",7.007143
"16229","00017",7.007143
"16230","00017",7.237694
"16231","00017",7.168726
"16232","00017",7.168726
"16233","00017",7.168726
"16234","00017",7.168726
"16256","00017",8.723913
"16257","00017",8.723913
"16258","00017",8.723913
"16259","00017",8.723913
"16277","00017",8.280208
"16278","00017",8.280208
"16279","00017",8.280208
"16280","00017",8.280208
"16281","00017",8.531915
"16282","00017",8.531915
"16283","00017",8.531915
"16284","00017",8.531915
"16291","00017",8.266667
"16292","00017",8.266667
"16293","00017",8.266667
"16294","00017",8.266667
"16297","00017",9.029412
"16298","00017",9.029412
"16299","00017",9.029412
"16300","00017",9.029412
"16387","00017",8.826
"16388","00017",8.826
"16389","00017",8.826
"16390","00017",8.826
"16476","00017",9.607292
"16477","00017",9.607292
"16478","00017",9.607292
"16479","00017",9.607292
"16480","00017",9.607292
"16481","00017",9.607292
"16482","00017",9.607292
"16483","00017",9.607292
"16484","00017",10.68
"16485","00017",10.68
"16486","00017",10.68
"16487","00017",10.68
"16488","00017",10.68
"16489","00017",10.68
"16490","00017",10.68
"16491","00017",10.68
"16586","00017",9.182474
"16587","00017",9.182474
"16588","00017",9.182474
"16589","00017",9.182474
"16590","00017",9.804348
"16591","00017",9.804348
"16592","00017",9.804348
"16593","00017",9.804348
"16596","00017",8.903125
"16597","00017",8.903125
"16598","00017",8.903125
"16599","00017",8.903125
"16614","00017",8.527273
"16615","00017",8.527273
"16616","00017",8.527273
"16617","00017",8.527273
"16839","00017",7.382955
"16840","00017",7.382955
"16841","00017",7.382955
"16842","00017",7.382955
"16910","00017",9.061224
"16911","00017",9.061224
"16912","00017",9.061224
"16913","00017",9.061224
"16924","00017",7.783505
"16925","00017",7.783505
"16926","00017",7.783505
"16927","00017",7.783505
"17003","00017",7.240426
"17004","00017",7.240426
"17005","00017",7.240426
"17006","00017",7.240426
"17007","00017",11.522917
"17008","00017",11.483333
"17009","00017",11.483333
"17010","00017",11.483333
"17011","00017",11.483333
"17018","00017",7.404878
"17019","00017",7.404878
"17020","00017",7.404878
"17021","00017",7.404878
"17022","00017",8.633568
"17023","00017",8.5625
"17024","00017",8.5625
"17025","00017",8.5625
"17026","00017",8.5625
"17033","00017",7.704348
"17034","00017",7.704348
"17035","00017",7.704348
"17036","00017",7.704348
"17043","00017",7.935106
"17044","00017",7.935106
"17045","00017",7.935106
"17046","00017",7.935106
"17072","00017",7.032353
"17073","00017",7.032353
"17074","00017",7.032353
"17075","00017",7.032353
"17086","00017",7.074257
"17087","00017",7.074257
"17088","00017",7.074257
"17089","00017",7.074257
"17103","00017",7.687755
"17104","00017",7.687755
"17105","00017",7.687755
"17106","00017",7.687755
"17150","00017",9.390526
"17151","00017",9.390526
"17152","00017",9.390526
"17153","00017",9.390526
"17154","00017",9.390526
"17155","00017",9.390526
"17156","00017",9.390526
"17157","00017",9.390526
"17158","00017",9.411905
"17159","00017",9.411905
"17160","00017",9.411905
"17161","00017",9.411905
"17162","00017",9.411905
"17163","00017",9.411905
"17164","00017",9.411905
"17165","00017",9.411905
"17235","00017",8.838298
"17236","00017",8.838298
"17237","00017",8.838298
"17238","00017",8.838298
"17239","00017",9.044681
"17240","00017",9.044681
"17241","00017",9.044681
"17242","00017",9.044681
"17258","00017",8.663636
"17259","00017",8.663636
"17260","00017",8.663636
"17261","00017",8.663636
"17273","00017",8.643158
"17274","00017",8.643158
"17275","00017",8.643158
"17276","00017",8.643158
"17314","00017",7.581633
"17315","00017",7.581633
"17316","00017",7.581633
"17317","00017",7.581633
"17332","00017",7.42
"17333","00017",7.42
"17334","00017",7.42
"17335","00017",7.42
"17336","00017",9.226055
"17337","00017",9.135714
"17338","00017",9.135714
"17339","00017",9.135714
"17340","00017",9.135714
"17347","00017",7.137079
"17348","00017",7.137079
"17349","00017",7.137079
"17350","00017",7.137079
"17371","00017",9.784783
"17372","00017",9.784783
"17373","00017",9.784783
"17374","00017",9.784783
"17381","00017",7.734737
"17382","00017",7.734737
"17383","00017",7.734737
"17384","00017",7.734737
"17400","00017",7.884706
"17401","00017",7.884706
"17402","00017",7.884706
"17403","00017",7.884706
"17410","00017",7.091667
"17411","00017",7.091667
"17412","00017",7.091667
"17413","00017",7.091667
"17414","00017",6.850804
"17415","00017",6.807692
"17416","00017",6.807692
"17417","00017",6.807692
"17418","00017",6.807692
"17425","00017",7.691398
"17426","00017",7.691398
"17427","00017",7.691398
"17428","00017",7.691398
"17468","00018",7.805941
"17469","00018",7.805941
"17470","00018",7.805941
"17471","00018",7.805941
"17472","00018",7.749505
"17473","00018",7.749505
"17474","00018",7.749505
"17475","00018",7.749505
"17476","00018",8.315338
"17477","00018",8.315338
"17478","00018",8.300702
"17479","00018",8.300702
"17480","00018",8.300702
"17481","00018",8.300702
"17504","00018",8.023762
"17505","00018",8.023762
"17506","00018",8.023762
"17507","00018",8.023762
"17508","00018",8.040003
"17509","00018",7.983712
"17510","00018",7.983712
"17511","00018",7.983712
"17512","00018",7.983712
"17542","00018",9.099671
"17543","00018",9.099671
"17544","00018",9.099671
"17545","00018",9.099671
"17632","00018",7.628866
"17633","00018",7.628866
"17634","00018",7.628866
"17635","00018",7.628866
"17713","00018",7.408911
"17714","00018",7.408911
"17715","00018",7.408911
"17716","00018",7.408911
"17738","00018",8.746667
"17739","00018",8.746667
"17740","00018",8.746667
"17741","00018",8.746667
"17821","00018",7.960204
"17822","00018",7.960204
"17823","00018",7.960204
"17824","00018",7.960204
"17825","00018",8.823896
"17826","00018",8.823896
"17827","00018",8.748951
"17828","00018",8.748951
"17829","00018",8.748951
"17830","00018",8.748951
"17866","00018",8.185149
"17867","00018",8.185149
"17868","00018",8.185149
"17869","00018",8.185149
"17870","00018",8.344
"17871","00018",8.344
"17872","00018",8.344
"17873","00018",8.344
"17874","00018",6.547245
"17875","00018",6.547245
"17876","00018",6.528517
"17877","00018",6.528517
"17878","00018",6.528517
"17879","00018",6.528517
"17912","00018",7.606863
"17913","00018",7.606863
"17914","00018",7.606863
"17915","00018",7.606863
"17929","00018",7.879798
"17930","00018",7.879798
"17931","00018",7.879798
"17932","00018",7.879798
"17933","00018",8.657753
"17934","00018",8.61958
"17935","00018",8.61958
"17936","00018",8.61958
"17937","00018",8.61958
"17961","00018",7.097938
"17962","00018",7.097938
"17963","00018",7.097938
"17964","00018",7.097938
"18038","00018",7.669697
"18039","00018",7.669697
"18040","00018",7.669697
"18041","00018",7.669697
"18042","00018",9.216247
"18043","00018",9.206897
"18044","00018",9.206897
"18045","00018",9.206897
"18046","00018",9.206897
"18080","00018",8.517
"18081","00018",8.517
"18082","00018",8.517
"18083","00018",8.517
"18329","00018",8.586598
"18330","00018",8.586598
"18331","00018",8.586598
"18332","00018",8.586598
"18333","00018",8.586598
"18334","00018",8.586598
"18335","00018",8.586598
"18336","00018",8.586598
"18337","00018",9.345628
"18338","00018",9.345628
"18339","00018",9.298276
"18340","00018",9.298276
"18341","00018",9.298276
"18342","00018",9.298276
"18413","00018",9.193878
"18414","00018",9.193878
"18415","00018",9.193878
"18416","00018",9.193878
"18417","00018",9.193878
"18418","00018",9.193878
"18419","00018",9.193878
"18420","00018",9.193878
"18441","00018",8.752475
"18442","00018",8.752475
"18443","00018",8.752475
"18444","00018",8.752475
"18445","00018",9.369388
"18446","00018",9.369388
"18447","00018",9.369388
"18448","00018",9.369388
"18591","00018",8.07451
"18592","00018",8.07451
"18593","00018",8.07451
"18594","00018",8.07451
"18691","00018",7.542157
"18692","00018",7.542157
"18693","00018",7.542157
"18694","00018",7.542157
"18708","00018",7.424752
"18709","00018",7.424752
"18710","00018",7.424752
"18711","00018",7.424752
"18712","00018",7.855212
"18713","00018",7.855212
"18714","00018",7.7828
"18715","00018",7.7828
"18716","00018",7.840239
"18717","00018",7.7828
"18729","00018",9.617708
"18730","00018",9.617708
"18731","00018",9.617708
"18732","00018",9.617708
"18733","00018",9.617708
"18734","00018",9.617708
"18735","00018",9.617708
"18736","00018",9.617708
"18953","00018",8.547855
"18954","00018",8.547855
"18955","00018",8.547855
"18956","00018",8.547855
"18957","00018",9.201699
"18958","00018",9.167931
"18959","00018",9.167931
"18960","00018",9.167931
"18961","00018",9.167931
"19041","00018",9.332013
"19042","00018",9.332013
"19043","00018",9.332013
"19044","00018",9.332013
"19045","00018",9.551111
"19046","00018",9.551111
"19047","00018",9.551111
"19048","00018",9.551111
"19049","00018",9.438578
"19050","00018",9.438578
"19051","00018",9.408581
"19052","00018",9.408581
"19053","00018",9.408581
"19054","00018",9.408581
"19064","00018",10.129703
"19065","00018",10.129703
"19066","00018",10.129703
"19067","00018",10.129703
"19077","00018",9.169136
"19078","00018",9.169136
"19079","00018",9.169136
"19080","00018",9.169136
"19178","00018",9.758
"19179","00018",9.758
"19180","00018",9.758
"19181","00018",9.758
"19182","00018",9.362982
"19183","00018",9.321667
"19184","00018",9.321667
"19185","00018",9.321667
"19186","00018",9.321667
"19196","00018",7.536275
"19197","00018",7.536275
"19198","00018",7.536275
"19199","00018",7.536275
"19200","00018",5.832881
"19201","00018",5.832881
"19202","00018",5.8
"19203","00018",5.8
"19204","00018",5.8
"19205","00018",5.8
"19329","00018",7.792
"19330","00018",7.792
"19331","00018",7.792
"19332","00018",7.792
"19333","00018",7.967647
"19334","00018",7.967647
"19335","00018",7.967647
"19336","00018",7.967647
"19337","00018",6.917556
"19338","00018",6.917556
"19339","00018",6.869521
"19340","00018",6.869521
"19341","00018",6.869521
"19342","00018",6.869521
"19402","00018",7.954082
"19403","00018",7.954082
"19404","00018",7.954082
"19405","00018",7.954082
"19406","00018",8.097778
"19407","00018",8.097778
"19408","00018",8.097778
"19409","00018",8.097778
"19410","00018",9.674558
"19411","00018",9.674558
"19412","00018",9.585882
"19413","00018",9.585882
"19414","00018",9.585882
"19415","00018",9.585882
"19433","00018",8.419388
"19434","00018",8.419388
"19435","00018",8.419388
"19436","00018",8.419388
"19455","00018",7.580198
"19456","00018",7.580198
"19457","00018",7.580198
"19458","00018",7.580198
"19459","00018",7.736
"19460","00018",7.736
"19461","00018",7.736
"19462","00018",7.736
"19463","00018",7.202207
"19464","00018",7.202207
"19465","00018",7.155556
"19466","00018",7.155556
"19467","00018",7.155556
"19468","00018",7.155556
"19545","00018",8.728155
"19546","00018",8.728155
"19547","00018",8.728155
"19548","00018",8.728155
"19576","00018",8.510101
"19577","00018",8.510101
"19578","00018",8.510101
"19579","00018",8.510101
"19580","00018",9.102877
"19581","00018",9.102877
"19582","00018",9.077236
"19583","00018",9.077236
"19584","00018",9.077236
"19585","00018",9.077236
"19661","00018",8.972277
"19662","00018",8.972277
"19663","00018",8.972277
"19664","00018",8.972277
"19688","00018",8.512745
"19689","00018",8.512745
"19690","00018",8.512745
"19691","00018",8.512745
"19692","00018",8.76125
"19693","00018",8.76125
"19694","00018",8.73963
"19695","00018",8.73963
"19696","00018",8.73963
"19697","00018",8.73963
"19698","00018",7.890218
"19699","00018",7.890218
"19700","00018",7.859386
"19701","00018",7.859386
"19702","00018",7.859386
"19703","00018",7.859386
"19862","00018",7.429592
"19863","00018",7.429592
"19864","00018",7.429592
"19865","00018",7.429592
"19866","00018",7.811024
"19867","00018",7.811024
"19868","00018",7.766312
"19869","00018",7.766312
"19870","00018",7.766312
"19871","00018",7.766312
"19887","00019",7.654955
"19888","00019",7.654955
"19889","00019",7.654955
"19890","00019",7.654955
"19941","00019",8.222356
"19942","00019",8.222356
"19943","00019",8.222356
"19944","00019",8.222356
"19970","00019",7.561963
"19971","00019",7.561963
"19972","00019",7.561963
"19973","00019",7.561963
"19989","00019",7.509474
"19990","00019",7.509474
"19991","00019",7.509474
"19992","00019",7.509474
"20028","00019",7.459877
"20029","00019",7.459877
"20030","00019",7.459877
"20031","00019",7.459877
"20045","00019",8.530769
"20046","00019",8.530769
"20047","00019",8.530769
"20048","00019",8.530769
"20250","00019",7.82619
"20251","00019",7.82619
"20252","00019",7.82619
"20253","00019",7.82619
"20254","00019",7.92549
"20255","00019",7.92549
"20256","00019",7.92549
"20257","00019",7.92549
"20291","00019",6.1
"20292","00019",6.1
"20293","00019",6.1
"20294","00019",6.1
"20319","00019",7.911656
"20320","00019",7.911656
"20321","00019",7.911656
"20322","00019",7.911656
"20323","00019",7.984615
"20324","00019",7.984615
"20325","00019",7.984615
"20326","00019",7.984615
"20343","00019",7.210909
"20344","00019",7.210909
"20345","00019",7.210909
"20346","00019",7.210909
"20356","00019",7.651351
"20357","00019",7.651351
"20358","00019",7.651351
"20359","00019",7.651351
"20402","00019",8.053571
"20403","00019",8.053571
"20404","00019",8.053571
"20405","00019",8.053571
"20429","00019",6.63271
"20430","00019",6.63271
"20431","00019",6.63271
"20432","00019",6.63271
"20624","00019",7.178777
"20625","00019",7.178777
"20626","00019",7.178777
"20627","00019",7.178777
"20628","00019",7.543182
"20629","00019",7.543182
"20630","00019",7.543182
"20631","00019",7.543182
"20647","00019",7.076289
"20648","00019",7.076289
"20649","00019",7.076289
"20650","00019",7.076289
"20675","00019",7.2
"20676","00019",7.2
"20677","00019",7.2
"20678","00019",7.2
"20679","00019",7.475
"20680","00019",7.475
"20681","00019",7.475
"20682","00019",7.475
"20895","00019",7.724534
"20896","00019",7.724534
"20897","00019",7.724534
"20898","00019",7.724534
"20899","00019",8.507273
"20900","00019",8.507273
"20901","00019",8.507273
"20902","00019",8.507273
"20994","00019",7.543636
"20995","00019",7.543636
"20996","00019",7.543636
"20997","00019",7.543636
"21013","00019",8.333113
"21014","00019",8.333113
"21015","00019",8.333113
"21016","00019",8.333113
"21064","00019",6.809009
"21065","00019",6.809009
"21066","00019",6.809009
"21067","00019",6.809009
"21101","00019",7.525
"21102","00019",7.525
"21103","00019",7.525
"21104","00019",7.525
"21110","00020",6.6
"21111","00020",6.6
"21112","00020",6.6
"21113","00020",6.6
"21121","00020",5.129167
"21122","00020",5.129167
"21123","00020",5.129167
"21124","00020",5.129167
"21147","00020",7.326667
"21148","00020",7.326667
"21149","00020",7.326667
"21150","00020",7.326667
"21160","00020",7.309434
"21161","00020",7.309434
"21162","00020",7.309434
"21163","00020",7.309434
"21188","00020",7.022414
"21189","00020",7.022414
"21190","00020",7.022414
"21191","00020",7.022414
"21192","00020",7.03871
"21193","00020",7.03871
